StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,A0,A1,A1_DO,A2,A2_DO,A3,A4,A4_DO,A5a,A5a_4_TEXT,A5a_DO,A6a,B1,B2,B2_3_TEXT,B2_DO,B3,B3_5_TEXT,B3_DO,B4,B4_4_TEXT,B4d,B4r,B4i,B5,B5_13_TEXT,B6,B6_11_TEXT,A7a,C3_1,C3_2,C3_3,C3_4,C3_DO,C4_1,C4_2,C4_3,C4_4,C4_DO,C5_1,C5_2,C5_3,C5_4,C5_DO,C6_1,C6_2,C6_3,C6_4,C6_DO,D1,sfOpportunityName,sfSupportType,sfCaseId,rid,pid,SUPPLIER_ID,SUPNAME,UserAgent
10/12/2022 13:33,10/12/2022 13:37,IP Address,69.178.50.91,100,274,TRUE,10/12/2022 13:37,R_1dL9jwIDpqoQo0J,,,,,61.2034,-149.7595,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Alaska|Alabama|Arizona|Arkansas|Other,,22,Female,,Female|Male|Other|Prefer not to tell,White,,American Indian and Alaska Native|Black or African American|White|Latino or Hispanic|Middle Easterners and North Africans|Asian and Pacific Islanders|Other,Republican,,,Not very strong Republican,,High school diploma or equivalent,,Very likely,,first-past-the-post,3,1,4,2,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian),1,3,4,2,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian),,,1,,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat),4,3,1,2,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican),I like it because it’s easy,,,,63471666-fe70-3503-5f95-590904b90c6c,,77,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
10/12/2022 13:35,10/12/2022 13:39,IP Address,209.193.57.67,100,241,TRUE,10/12/2022 13:39,R_3lKzefF3Uw9yHnP,,,,,61.1498,-149.8257,anonymous,EN,0.899999976,,0,5,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Arizona|Alaska|Alabama|Arkansas|Other,,73,Female,,Male|Female|Other|Prefer not to tell,White,,Middle Easterners and North Africans|Latino or Hispanic|Black or African American|Asian and Pacific Islanders|American Indian and Alaska Native|White|Other,Republican,,,Not very strong Republican,,Some college but no degree,,Very likely,,ranked-choice voting,1,,2,,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat),1,3,2,4,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat),,2,,1,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat),3,2,4,1,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),I hate rank choice voting! I think it just another way for Democrats to steal our elections.,,,,634716d5-c711-9a4f-4d7b-95f594b668dd,,1000,26899817,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
10/12/2022 14:05,10/12/2022 14:15,IP Address,72.42.174.165,100,562,TRUE,10/12/2022 14:15,R_10OyKBSCvvRDMmQ,,,,,61.1498,-149.8257,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Alaska|Arkansas|Alabama|Arizona|Other,,74,Other,Transgender Female,Female|Male|Other|Prefer not to tell,White,,Asian and Pacific Islanders|Middle Easterners and North Africans|Latino or Hispanic|American Indian and Alaska Native|Black or African American|White|Other,Democrat,,Not very strong Democrat,,,Bachelor's degree,,Very likely,,ranked-choice voting,,2,,1,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat),3,2,4,1,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican),1,,2,,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),1,3,2,4,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican),"Ranked choice is a phony, manipulative system and should be banned from elections. It's only result is to confuse the electorate and obfuscate election results.",,,,63471dfe-c961-b128-74f5-42d0062297ef,,568,26899817,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0
10/12/2022 15:12,10/12/2022 15:20,IP Address,24.237.116.180,100,483,TRUE,10/12/2022 15:20,R_22CYeXCuQ1SFlkA,,,,,57.0478,-135.32,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Arkansas|Alaska|Alabama|Arizona|Other,,66,Female,,Female|Male|Other|Prefer not to tell,White,,American Indian and Alaska Native|Latino or Hispanic|White|Asian and Pacific Islanders|Black or African American|Middle Easterners and North Africans|Other,Independent,,,,Closer to the Democratic Party,Some college but no degree,,Very unlikely,,ranked-choice voting,3,2,4,1,Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian),3,2,4,1,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican),2,3,1,,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican),2,3,1,4,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican),It is okay. I am not thrilled with it. I would prefer we didn't have this system,,,,63472da3-5282-30e9-e349-fe2e22e6a4ba,,861,26899817,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:78.0) Gecko/20100101 Firefox/78.0
10/12/2022 15:33,10/12/2022 15:39,IP Address,107.122.81.131,100,362,TRUE,10/12/2022 15:39,R_Rk2u6VRixFYEliN,,,,,45.5173,-122.6398,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Arkansas|Alaska|Arizona|Alabama|Other,,30,Female,,Male|Female|Other|Prefer not to tell,Latino or Hispanic,,American Indian and Alaska Native|Middle Easterners and North Africans|Latino or Hispanic|Asian and Pacific Islanders|White|Black or African American|Other,Independent,,,,Closer to the Republican Party,High school diploma or equivalent,,Unlikely,,ranked-choice voting,4,1,3,2,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat),4,3,2,1,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican),1,3,4,2,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat),1,3,4,2,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican),"Allows for options. 
",,,,634732aa-c57f-214e-8dc7-e213e7937418,,1156,26899817,"Mozilla/5.0 (Linux; Android 11; EC211001 Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5195.136 Mobile Safari/537.36"
10/12/2022 15:44,10/12/2022 15:49,IP Address,216.137.223.102,100,345,TRUE,10/12/2022 15:49,R_1hXv7qbS8KxRasY,,,,,61.5883,-149.3959,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Arkansas|Alaska|Arizona|Alabama|Other,,57,Female,,Female|Male|Other|Prefer not to tell,White,,Asian and Pacific Islanders|American Indian and Alaska Native|Black or African American|Middle Easterners and North Africans|Latino or Hispanic|White|Other,Independent,,,,Closer to the Democratic Party,Bachelor's degree,,Very likely,,ranked-choice voting,,,,1,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian),3,2,4,1,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican),2,,1,,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican),1,3,2,4,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat),I like it because we get more options. ,,,,634734b5-1392-403a-01c6-75ae97bf97cd,,708,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
10/12/2022 15:58,10/12/2022 16:01,IP Address,74.124.123.167,100,178,TRUE,10/12/2022 16:01,R_bwQYJdWaOtqTQop,,,,,64.8401,-147.7202,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Arizona|Arkansas|Alabama|Alaska|Other,,48,Female,,Female|Male|Other|Prefer not to tell,White,,American Indian and Alaska Native|Latino or Hispanic|Black or African American|Asian and Pacific Islanders|White|Middle Easterners and North Africans|Other,Republican,,,Not very strong Republican,,Bachelor's degree,,Very likely,,ranked-choice voting,3,2,1,4,Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican),3,2,1,4,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat),4,2,3,1,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican),4,2,3,1,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat),Not really happy,,,,6347385e-e828-28c9-8efc-05f2dfcee052,,708,26899817,"Mozilla/5.0 (Linux; Android 12; SM-G781U Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5195.136 Mobile Safari/537.36 TapResearch Multi Window"
10/12/2022 16:21,10/12/2022 16:39,IP Address,24.237.171.173,100,1064,TRUE,10/12/2022 16:39,R_1mdTbpfMVwr8yKC,,,,,61.5883,-149.3959,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Arkansas|Alabama|Arizona|Alaska|Other,,39,Female,,Male|Female|Other|Prefer not to tell,Other,,American Indian and Alaska Native|Black or African American|Middle Easterners and North Africans|Asian and Pacific Islanders|White|Latino or Hispanic|Other,Republican,,,Not very strong Republican,,High school diploma or equivalent,,Likely,,ranked-choice voting,3,2,4,1,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian),3,4,2,1,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican),1,3,4,2,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican),2,3,4,1,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican),It's ok but unnecessary ,,,,63473de4-8bc4-41b8-4e4e-df7aa9878a29,,1451,26899817,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G892A) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/18.0 Chrome/99.0.4844.88 Mobile Safari/537.36"
10/12/2022 16:59,10/12/2022 17:07,IP Address,184.53.16.11,100,480,TRUE,10/12/2022 17:07,R_PU8JUh9rGQOqfPr,,,,,39.9544,-75.1657,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Arizona|Alaska|Alabama|Arkansas|Other,,61,Female,,Female|Male|Other|Prefer not to tell,American Indian and Alaska Native,,Latino or Hispanic|White|Asian and Pacific Islanders|Middle Easterners and North Africans|Black or African American|American Indian and Alaska Native|Other,Independent,,,,Closer to the Democratic Party,Some college but no degree,,Very likely,,ranked-choice voting,3,2,4,1,Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican),3,2,4,1,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican),2,3,1,4,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican),2,3,1,4,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),I don’t mind all the candidates on one ballot ,,,,63474663-1ea6-4b25-14c7-712ebd34cdb0,,1507,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
10/12/2022 17:44,10/12/2022 17:48,IP Address,206.174.30.121,100,224,TRUE,10/12/2022 17:48,R_3egghaFFUYP4Ffz,,,,,57.0478,-135.32,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Alaska|Arizona|Alabama|Arkansas|Other,,20,Prefer not to tell,,Female|Male|Other|Prefer not to tell,American Indian and Alaska Native,,White|American Indian and Alaska Native|Black or African American|Latino or Hispanic|Asian and Pacific Islanders|Middle Easterners and North Africans|Other,Independent,,,,Closer to the Democratic Party,Prefer not to say,,Likely,,ranked-choice voting,1,2,3,4,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican),1,4,2,3,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican),4,3,1,2,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican),3,1,4,2,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican),just because ,,,,63475162-6bc6-31bb-21b2-d0ab9ece47ba,,708,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
10/12/2022 17:57,10/12/2022 18:02,IP Address,12.146.44.30,100,319,TRUE,10/12/2022 18:02,R_Q0JSd9hSFYGvBXX,,,,,61.2199,-149.9077,anonymous,EN,1,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Alaska|Arizona|Alabama|Arkansas|Other,,42,Female,,Male|Female|Other|Prefer not to tell,White,,White|Asian and Pacific Islanders|Latino or Hispanic|American Indian and Alaska Native|Middle Easterners and North Africans|Black or African American|Other,Democrat,,Not very strong Democrat,,,Associate degree,,Very likely,,ranked-choice voting,2,3,4,1,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat),2,3,4,1,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat),2,3,1,4,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican),2,3,1,4,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican),It’s nice not to have a primary that would otherwise exclude candidates from smaller parties ,,,,63475434-a757-dbcc-3334-64fd842cc960,,1634,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
10/12/2022 18:08,10/12/2022 18:14,IP Address,216.137.255.215,100,308,TRUE,10/12/2022 18:14,R_1ot2josRdDBuoVI,,,,,61.5883,-149.3959,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Alabama|Arizona|Arkansas|Alaska|Other,,65,Female,,Female|Male|Other|Prefer not to tell,White,,Asian and Pacific Islanders|Middle Easterners and North Africans|Black or African American|American Indian and Alaska Native|Latino or Hispanic|White|Other,Republican,,,Strong Republican,,Some college but no degree,,Very likely,,ranked-choice voting,2,,1,,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican),2,3,1,4,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican),,2,,1,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican),4,2,3,1,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican),I think it is a terrible way to pick a representative.,,,,634756df-4c0c-045a-3b9a-ef7deb4ed886,,861,26899817,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15"
10/12/2022 18:16,10/12/2022 18:22,IP Address,174.253.192.123,100,361,TRUE,10/12/2022 18:22,R_1JS1oMDy7hERkHu,,,,,47.6034,-122.3414,anonymous,EN,1,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Alabama|Alaska|Arkansas|Arizona|Other,,44,Female,,Male|Female|Other|Prefer not to tell,White,,Black or African American|Middle Easterners and North Africans|American Indian and Alaska Native|White|Latino or Hispanic|Asian and Pacific Islanders|Other,Republican,,,Strong Republican,,Some college but no degree,,Very likely,,ranked-choice voting,,,1,,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian),2,3,1,4,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat),,,,1,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat),2,3,4,1,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican),No thank you ,,,,63475882-fb34-5ade-5c6c-eb8b10c71a7b,,1451,26899817,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G960U1) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/18.0 Chrome/99.0.4844.88 Mobile Safari/537.36"
10/12/2022 18:21,10/12/2022 18:27,IP Address,216.152.179.93,100,334,TRUE,10/12/2022 18:27,R_aXh1Zd9bpLILAs1,,,,,61.5883,-149.3959,anonymous,EN,1,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Arkansas|Arizona|Alabama|Alaska|Other,,54,Female,,Female|Male|Other|Prefer not to tell,White,,Black or African American|White|American Indian and Alaska Native|Asian and Pacific Islanders|Latino or Hispanic|Middle Easterners and North Africans|Other,Republican,,,Not very strong Republican,,Some college but no degree,,Likely,,ranked-choice voting,2,3,4,1,Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican),3,2,4,1,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican),2,1,4,3,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican),2,1,4,3,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican),Don’t care ,,,,634759da-581a-1e60-176e-9e0f8ded24c8,,1451,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
10/12/2022 18:28,10/12/2022 18:47,IP Address,72.35.114.241,100,1133,TRUE,10/12/2022 18:47,R_116BEBv9ROpYGPe,,,,,61.5883,-149.3959,anonymous,EN,1,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Alaska|Alabama|Arkansas|Arizona|Other,,57,Female,,Female|Male|Other|Prefer not to tell,White,,White|Middle Easterners and North Africans|Latino or Hispanic|Asian and Pacific Islanders|Black or African American|American Indian and Alaska Native|Other,Independent,,,,Closer to the Republican Party,High school diploma or equivalent,,Very likely,,proportional representation,,,1,,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat),3,4,1,2,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican),,,,1,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican),2,3,4,1,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican),I feel you only need one vote for one person and not have other ranks ,,,,63475baa-339a-58f6-b5ef-aaac49f1aa63,,1634,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
10/12/2022 19:02,10/12/2022 19:09,IP Address,65.74.25.251,100,426,TRUE,10/12/2022 19:09,R_1nUSgIuzmP0h3Zj,,,,,60.7902,-161.7515,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,Slightly interested,Yes,Yes|No,Alaska,,Arizona|Alabama|Alaska|Arkansas|Other,,60,Female,,Female|Male|Other|Prefer not to tell,American Indian and Alaska Native,,Latino or Hispanic|Asian and Pacific Islanders|Black or African American|White|American Indian and Alaska Native|Middle Easterners and North Africans|Other,Independent,,,,Closer to the Republican Party,Some college but no degree,,Very likely,,ranked-choice voting,2,3,4,1,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian),2,3,4,1,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian),3,2,1,4,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican),2,3,1,4,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican),"this is retarded? having to rank the voting, just vote for the number one
dont need to know about who ranks where",,,,63476362-6c6d-f48f-532f-77b9afa62533,,1451,26899817,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.42"
10/12/2022 20:09,10/12/2022 20:15,IP Address,206.174.103.171,100,348,TRUE,10/12/2022 20:15,R_12DegNtxUc30DRp,,,,,61.1498,-149.8257,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Alaska|Arkansas|Alabama|Arizona|Other,,42,Female,,Male|Female|Other|Prefer not to tell,American Indian and Alaska Native,,Latino or Hispanic|American Indian and Alaska Native|Black or African American|Asian and Pacific Islanders|Middle Easterners and North Africans|White|Other,Democrat,,Not very strong Democrat,,,Some college but no degree,,Very unlikely,,ranked-choice voting,3,2,4,1,Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican),3,2,4,1,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat),2,3,4,1,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),3,2,4,1,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat),I feel like Im back in highschool,,,,6347732b-2f5b-f38f-b322-ab934e52db3f,,1451,26899817,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
