StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,A0,A1,A1_DO,A2,A2_DO,A3,A4,A4_DO,A5o,A5o_5_TEXT,A5o_DO,A6o,B1,B2,B2_3_TEXT,B2_DO,B3,B3_5_TEXT,B3_DO,B4,B4_4_TEXT,B4d,B4r,B4i,B5,B5_13_TEXT,B6,B6_11_TEXT,A7o,C1_1,C1_2,C1_3,C1_4,C1_5,C1_6,C1_7,C1_8,C1_17,C1_18,C1_DO,C2_1,C2_2,C2_3,C2_4,C2_5,C2_6,C2_7,C2_8,C2_17,C2_18,C2_DO,D1,sfOpportunityName,sfSupportType,sfCaseId,rid,pid,SUPPLIER_ID,SUPNAME,UserAgent
2022-10-21 06:35:57,2022-10-21 06:41:16,IP Address,172.58.128.83,100,319,True,2022-10-21 06:41:17,R_3lKxWWzjEC1dzFQ,,,,,25.8502,-80.2367,anonymous,EN,0.800000011920929,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,Extremely interested,Yes,Yes|No,Oakland,,Ontario|Orland|Oakland|Omaha|Other,,40,Male,,Male|Female|Other|Prefer not to tell,White,,White|Middle Easterners and North Africans|Latino or Hispanic|American Indian and Alaska Native|Black or African American|Asian and Pacific Islanders|Other,Democrat,,Strong Democrat,,,Master's degree,,Very likely,,taagepera-shugart system,,,,,3,1,,2,,,John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant),3,5,4,7,6,2,1,9,8,10,Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver),yes,,,,635291eb-7082-e423-bde8-5a18cc9c810c,,568,26904257,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:102.0) Gecko/20100101 Firefox/102.0
2022-10-21 09:42:03,2022-10-21 10:06:55,IP Address,192.184.167.211,100,1491,True,2022-10-21 10:06:55,R_247wJnKNa99Lhma,,,,,37.8043,-122.2156,anonymous,EN,1,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Oakland|Omaha|Ontario|Orland|Other,,38,Female,,Female|Male|Other|Prefer not to tell,Asian and Pacific Islanders,,Black or African American|White|Latino or Hispanic|Middle Easterners and North Africans|Asian and Pacific Islanders|American Indian and Alaska Native|Other,Independent,,,,Closer to the Democratic Party,Bachelor's degree,,Very likely,,ranked-choice voting,,,1,2,3,,,,,,Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter),9,4,1,2,3,5,6,10,8,7,Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive),Unsure of the point since there will be one winner,,,,6352bd8b-696b-e9e0-397d-c2fc223e0f82,,708,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
2022-10-21 10:11:08,2022-10-21 10:19:01,IP Address,69.209.20.38,100,472,True,2022-10-21 10:19:02,R_1RkXcpDQbWzXFND,,,,,37.8376,-122.2398,anonymous,EN,1,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Oakland|Omaha|Ontario|Orland|Other,,48,Female,,Male|Female|Other|Prefer not to tell,White,,Middle Easterners and North Africans|American Indian and Alaska Native|Asian and Pacific Islanders|Black or African American|White|Latino or Hispanic|Other,Other Party,,,,Closer to the Democratic Party,Some college but no degree,,Likely,,ranked-choice voting,1,,,,,,,,,,Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember),1,7,3,10,9,5,6,8,4,2,Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant),Ranked choice voting is ok. It shows how all candidates are viewed overall.,,,,6352c45c-3fdd-0eb3-13a8-a167615c330b,,861,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
2022-10-21 12:43:06,2022-10-21 12:51:16,IP Address,71.198.118.73,100,490,True,2022-10-21 12:51:17,R_1NsnlAD2Y0fmblV,,,,,37.9577,-122.0757,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,Very interested,Yes,No|Yes,Other,,Orland|Omaha|Oakland|Ontario|Other,No. I accidentally chose the wrong answer,59,Female,,Male|Female|Other|Prefer not to tell,White,,American Indian and Alaska Native|Middle Easterners and North Africans|White|Latino or Hispanic|Asian and Pacific Islanders|Black or African American|Other,Independent,,,,Closer to the Democratic Party,Some college but no degree,,Very unlikely,,ranked-choice voting,,,,,3,,1,,,2,Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney),6,4,10,5,3,7,1,9,8,2,Ignacio De La Fuente (Business Solution Strategist)|Tyron C. Jordan (Legal Assistant)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|John Reimann (Retired Carpenter),"Don’t know ",,,,6352e7fb-58e0-eea5-bf46-e4add8179d6f,,1451,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
2022-10-21 13:28:30,2022-10-21 13:35:05,IP Address,70.236.209.167,100,395,True,2022-10-21 13:35:06,R_BLLatdhinG9idwd,,,,,37.8107,-122.2479,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Oakland,,Omaha|Ontario|Oakland|Orland|Other,,36,Female,,Female|Male|Other|Prefer not to tell,Asian and Pacific Islanders,,Latino or Hispanic|White|American Indian and Alaska Native|Black or African American|Middle Easterners and North Africans|Asian and Pacific Islanders|Other,Republican,,,Not very strong Republican,,Bachelor's degree,,Very likely,,ranked-choice voting,2,,,,3,,1,,,,Sheng Thao (Oakland City Councilmember)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney),3,1,4,2,6,9,10,7,8,5,Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist),I like using the rank- choice option because it is very personal,,,,6352f25c-0661-4de4-b00e-1da210862d02,,708,26904257,"Mozilla/5.0 (Linux; Android 12; SM-G781U1 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.5249.126 Mobile Safari/537.36 TapResearch Multi Window"
2022-10-21 15:26:36,2022-10-21 15:33:33,IP Address,174.194.195.86,100,416,True,2022-10-21 15:33:33,R_2tb8OfrESpKPX5a,,,,,37.7308,-122.3838,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Oakland,,Oakland|Orland|Omaha|Ontario|Other,,18,Other,,Male|Female|Other|Prefer not to tell,Latino or Hispanic,,Latino or Hispanic|Asian and Pacific Islanders|American Indian and Alaska Native|White|Black or African American|Middle Easterners and North Africans|Other,Other Party,,,,Closer to the Democratic Party,Some college but no degree,,Other,,proportional representation,,3,,,1,,,,2,,Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer),4,8,2,10,1,6,5,9,3,7,Seneca Scott (Small Business Owner)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant),"N/a
",,,,63530e83-a159-4ea4-73fd-ae37570d6e29,,1156,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
2022-10-21 16:05:40,2022-10-21 16:16:00,IP Address,67.188.54.36,100,620,True,2022-10-21 16:16:00,R_1P8aCwHT9LETx1f,,,,,37.8107,-122.2479,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Ontario|Orland|Omaha|Oakland|Other,,34,Female,,Male|Female|Other|Prefer not to tell,Asian and Pacific Islanders,,Middle Easterners and North Africans|Black or African American|White|Asian and Pacific Islanders|Latino or Hispanic|American Indian and Alaska Native|Other,Democrat,,Not very strong Democrat,,,Some college but no degree,,Unlikely,,ranked-choice voting,,,,,1,,2,3,,,Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist)|Peter Y. Liu (Entertainer)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember),6,8,5,4,1,9,2,3,10,7,Seneca Scott (Small Business Owner)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Gregory Hodge (Non-Profit Executive)|Treva D. Reid (Councilmember/Senior Caregiver),"It kind of gives me a certain sense of appreciation in where the candidates are at in terms of categorising them on where they are on my top choices ",,,,635316ee-c5bf-10b5-7c7e-d3de7cbca2e3,,1025,26904257,"Mozilla/5.0 (Linux; Android 12; SM-S908U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36"
2022-10-21 16:09:35,2022-10-21 16:26:09,IP Address,98.42.253.230,100,993,True,2022-10-21 16:26:09,R_2Vxvw0TWZ6c37iI,,,,,37.7652,-122.1579,anonymous,EN,1,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,Very interested,Yes,No|Yes,Oakland,,Omaha|Orland|Ontario|Oakland|Other,,50,Prefer not to tell,,Female|Male|Other|Prefer not to tell,Other,,Middle Easterners and North Africans|Latino or Hispanic|American Indian and Alaska Native|Black or African American|Asian and Pacific Islanders|White|Other,Other Party,,,,Closer to the Democratic Party,Less than high school diploma,,Very unlikely,,ranked-choice voting,,,,1,,,,3,2,,John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Tyron C. Jordan (Legal Assistant)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer),7,3,1,2,8,6,5,4,10,9,Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Peter Y. Liu (Entertainer)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember),No particular reason,,,,635318ab-cafe-484c-126b-80a4feda22b8,,708,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
2022-10-21 21:20:45,2022-10-21 21:28:59,IP Address,107.138.151.21,100,493,True,2022-10-21 21:28:59,R_1C3FZmGzOQI3vVE,,,,,38.0082,-122.2682,anonymous,EN,0.8999999761581421,,0,5,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Oakland,,Ontario|Oakland|Omaha|Orland|Other,,41,Female,,Female|Male|Other|Prefer not to tell,White,,White|Middle Easterners and North Africans|Latino or Hispanic|Asian and Pacific Islanders|American Indian and Alaska Native|Black or African American|Other,Democrat,,Strong Democrat,,,Associate degree,,I already voted using in-person Early Voting,,ranked-choice voting,,,2,,1,,3,,,,Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Allyssa Victory Villanueva (Civil Rights Attorney),8,4,3,9,1,7,5,10,6,2,Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Treva D. Reid (Councilmember/Senior Caregiver),"simple and clear to know the rank, and everyone can see the rank so easy",,,,6353614d-c64e-710c-299c-02e3c1cb9311,,1135,26904257,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
2022-10-22 01:21:33,2022-10-22 01:25:31,IP Address,115.167.61.176,100,237,True,2022-10-22 01:25:31,R_ub0wjOlCuh2Ij0l,,,,,38.9091,-77.0203,anonymous,EN,0.800000011920929,,0,20,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Oakland|Orland|Omaha|Ontario|Other,,37,Male,,Male|Female|Other|Prefer not to tell,White,,Latino or Hispanic|Black or African American|Middle Easterners and North Africans|American Indian and Alaska Native|White|Asian and Pacific Islanders|Other,Democrat,,Strong Democrat,,,Bachelor's degree,,Very likely,,ranked-choice voting,,1,,,,,2,,,3,Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Sheng Thao (Oakland City Councilmember),2,1,8,9,10,7,3,5,4,6,Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive),"Beautiful ",,,,635398e7-09f2-e576-e3ca-52f9bf787440,,861,26904257,Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0
2022-10-22 04:03:24,2022-10-22 04:11:38,IP Address,172.58.32.45,100,493,True,2022-10-22 04:11:38,R_2OVGUb0EpxadvhA,,,,,37.7585,-122.1856,anonymous,EN,0.8999999761581421,,0,5,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Oakland,,Orland|Ontario|Oakland|Omaha|Other,,33,Female,,Male|Female|Other|Prefer not to tell,Black or African American,,American Indian and Alaska Native|Latino or Hispanic|Asian and Pacific Islanders|Middle Easterners and North Africans|Black or African American|White|Other,Democrat,,Strong Democrat,,,Some college but no degree,,I already voted using Vote-by-Mail,,ranked-choice voting,,,,,,,1,,,,Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Tyron C. Jordan (Legal Assistant)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Seneca Scott (Small Business Owner),7,8,4,10,5,3,1,9,2,6,Loren Manuel Taylor (Councilmember/Small Businessperson)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Tyron C. Jordan (Legal Assistant)|John Reimann (Retired Carpenter)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Seneca Scott (Small Business Owner),I just feel like we don’t have a voice even when we vote so why not vote and try to actually make a change,,,,6353bf8f-467c-46dc-0333-5dcfd97c3886,,708,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
2022-10-22 06:20:47,2022-10-22 06:41:17,IP Address,172.56.73.147,100,1230,True,2022-10-22 06:41:18,R_2c2BpBEpqz9aVvi,,,,,28.3056,-81.4197,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,Extremely interested,Yes,No|Yes,Oakland,,Ontario|Orland|Omaha|Oakland|Other,,41,Male,,Female|Male|Other|Prefer not to tell,White,,Black or African American|Asian and Pacific Islanders|Latino or Hispanic|Middle Easterners and North Africans|American Indian and Alaska Native|White|Other,Democrat,,Strong Democrat,,,Master's degree,,Very likely,,ranked-choice voting,,,,,,2,1,,,,Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist)|John Reimann (Retired Carpenter)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Seneca Scott (Small Business Owner)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive),5,2,7,4,1,9,3,8,10,6,Tyron C. Jordan (Legal Assistant)|Ignacio De La Fuente (Business Solution Strategist)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Loren Manuel Taylor (Councilmember/Small Businessperson),I feel so good when i voting rank. Because the rank are so good for me,,,,6353dfe9-ed66-4f3f-fd15-b481ac497a1f,,568,26904257,Mozilla/5.0 (Android 11; Mobile; rv:107.0) Gecko/107.0 Firefox/107.0
2022-10-22 10:54:25,2022-10-22 11:00:47,IP Address,172.58.32.119,100,382,True,2022-10-22 11:00:48,R_2SB0rnUjkKY8win,,,,,37.7585,-122.1856,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,Very interested,Yes,Yes|No,Oakland,,Oakland|Ontario|Omaha|Orland|Other,,36,Male,,Female|Male|Other|Prefer not to tell,Latino or Hispanic,,Middle Easterners and North Africans|Black or African American|White|Asian and Pacific Islanders|American Indian and Alaska Native|Latino or Hispanic|Other,Republican,,,Strong Republican,,High school diploma or equivalent,,Likely,,ranked-choice voting,,1,,,3,,,,,2,Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember)|Treva D. Reid (Councilmember/Senior Caregiver)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Peter Y. Liu (Entertainer)|Loren Manuel Taylor (Councilmember/Small Businessperson)|John Reimann (Retired Carpenter),6,2,10,1,7,5,4,9,3,8,Loren Manuel Taylor (Councilmember/Small Businessperson)|Seneca Scott (Small Business Owner)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Ignacio De La Fuente (Business Solution Strategist)|Allyssa Victory Villanueva (Civil Rights Attorney)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Gregory Hodge (Non-Profit Executive)|Sheng Thao (Oakland City Councilmember),I feel like it would be a good decision because it can bring a different way of voting to oakland,,,,63542005-2784-1370-df42-4056c802c8e7,,1156,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
2022-10-22 12:04:58,2022-10-22 12:14:34,IP Address,107.77.211.108,100,576,True,2022-10-22 12:14:34,R_do0zwqpvYMdnSp3,,,,,37.9935,-121.7015,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Other,,Ontario|Oakland|Orland|Omaha|Other,No. I accidentally chose the wrong answer,18,Female,,Male|Female|Other|Prefer not to tell,Latino or Hispanic,,Middle Easterners and North Africans|White|Latino or Hispanic|Black or African American|Asian and Pacific Islanders|American Indian and Alaska Native|Other,Democrat,,Not very strong Democrat,,,High school diploma or equivalent,,Likely,,ranked-choice voting,2,,,,,,1,,,3,Peter Y. Liu (Entertainer)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Treva D. Reid (Councilmember/Senior Caregiver)|John Reimann (Retired Carpenter)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Gregory Hodge (Non-Profit Executive)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Ignacio De La Fuente (Business Solution Strategist),2,9,4,6,5,10,1,7,8,3,John Reimann (Retired Carpenter)|Treva D. Reid (Councilmember/Senior Caregiver)|Loren Manuel Taylor (Councilmember/Small Businessperson)|Sheng Thao (Oakland City Councilmember)|Tyron C. Jordan (Legal Assistant)|Peter Y. Liu (Entertainer)|Gregory Hodge (Non-Profit Executive)|Seneca Scott (Small Business Owner)|Allyssa Victory Villanueva (Civil Rights Attorney)|Ignacio De La Fuente (Business Solution Strategist),I feel positive about rank choiced voting because you get to choose different options and you don’t have to decide for just one candidate,,,,63543079-dee0-469f-c8b0-760ac5ec8fa7,,1352,26904257,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
