unit,chesbro,kelley,murkowski,tshibaka,ranking,treat,age,gender,race,partisanship,education,vote_likelihood,display_order
316,2,4,3,1,2431,0,22,Male,Latino or Hispanic,Independent,Some college but no degree,Likely,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
317,4,3,2,1,4321,0,69,Male,White,Independent,Some college but no degree,Very unlikely,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
318,2,4,1,3,2413,0,23,Female,American Indian and Alaska Native,Other Party,High school diploma or equivalent,Likely,Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)
319,3,2,4,1,3241,0,24,Male,White,Republican,High school diploma or equivalent,Very likely,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
320,3,4,1,2,3412,0,36,Male,White,Republican,Associate degree,Very unlikely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
321,2,3,4,1,2341,0,47,Female,White,Independent,Bachelor's degree,Very likely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
322,NA,2,NA,1,-2-1,0,78,Female,White,Independent,Bachelor's degree,Very likely,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)
323,3,2,1,NA,321-,0,33,Female,White,Republican,Some college but no degree,Likely,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)
324,NA,2,NA,1,-2-1,0,65,Female,White,Republican,Bachelor's degree,Very likely,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)
325,1,NA,2,NA,1-2-,0,51,Female,White,Democrat,Doctorate degree,Very likely,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)
