unit,begich,bye,palin,peltola,ranking,treat,age,gender,race,partisanship,education,vote_likelihood,display_order
244,1,3,2,4,1324,0,45,Female,White,Republican,Some college but no degree,Very unlikely,Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)
245,3,1,4,2,3142,0,30,Male,White,Democrat,Master's degree,Unlikely,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
246,2,3,1,4,2314,0,48,Male,Asian and Pacific Islanders,Republican,Bachelor's degree,Very likely,Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)
247,NA,2,NA,1,-2-1,0,71,Female,White,Democrat,High school diploma or equivalent,Very likely,Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)
248,4,1,2,3,4123,0,37,Female,Latino or Hispanic,Republican,Associate degree,Very likely,Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)
249,3,1,4,2,3142,0,22,Female,White,Republican,High school diploma or equivalent,Very likely,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)
250,1,NA,2,NA,1-2-,0,73,Female,White,Republican,Some college but no degree,Very likely,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
251,NA,2,NA,1,-2-1,0,74,Other,White,Democrat,Bachelor's degree,Very likely,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)
252,3,2,4,1,3241,0,66,Female,White,Independent,Some college but no degree,Very unlikely,Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)
253,4,1,3,2,4132,0,30,Female,Latino or Hispanic,Independent,High school diploma or equivalent,Unlikely,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
254,NA,NA,NA,1,---1,0,57,Female,White,Independent,Bachelor's degree,Very likely,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)
255,3,2,1,4,3214,0,48,Female,White,Republican,Bachelor's degree,Very likely,Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)
256,3,2,4,1,3241,0,39,Female,Other,Republican,High school diploma or equivalent,Likely,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)
257,3,2,4,1,3241,0,61,Female,American Indian and Alaska Native,Independent,Some college but no degree,Very likely,Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)
258,1,2,3,4,1234,0,20,Prefer not to tell,American Indian and Alaska Native,Independent,Prefer not to say,Likely,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)
259,2,3,4,1,2341,0,42,Female,White,Democrat,Associate degree,Very likely,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
260,2,NA,1,NA,2-1-,0,65,Female,White,Republican,Some college but no degree,Very likely,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)
261,NA,NA,1,NA,--1-,0,44,Female,White,Republican,Some college but no degree,Very likely,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
262,2,3,4,1,2341,0,54,Female,White,Republican,Some college but no degree,Likely,Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)
263,NA,NA,1,NA,--1-,0,57,Female,White,Independent,High school diploma or equivalent,Very likely,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)
264,2,3,4,1,2341,0,60,Female,American Indian and Alaska Native,Independent,Some college but no degree,Very likely,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
265,3,2,4,1,3241,0,42,Female,American Indian and Alaska Native,Democrat,Some college but no degree,Very unlikely,Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)
266,NA,NA,NA,1,---1,0,74,Female,White,Independent,Some college but no degree,Very likely,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)
267,1,3,2,4,1324,0,24,Female,White,Republican,Bachelor's degree,I already voted using Vote-by-Mail,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)
268,3,4,1,2,3412,0,42,Female,White,Independent,Associate degree,Very likely,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)
269,2,NA,1,NA,2-1-,0,46,Female,White,Republican,Some college but no degree,Very likely,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
270,2,NA,1,NA,2-1-,0,54,Female,White,Republican,Bachelor's degree,Very likely,Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)
271,3,1,NA,2,31-2,0,54,Female,White,Independent,Master's degree,Very likely,Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)
272,3,2,4,1,3241,0,65,Female,White,Democrat,Master's degree,Very likely,Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)
273,2,3,4,1,2341,0,26,Female,Asian and Pacific Islanders,Democrat,Associate degree,Very likely,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)
274,3,2,4,1,3241,0,25,Female,American Indian and Alaska Native,Democrat,High school diploma or equivalent,Likely,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)
275,1,4,2,3,1423,0,38,Female,White,Republican,High school diploma or equivalent,Unlikely,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)
276,NA,NA,NA,1,---1,0,40,Female,White,Democrat,Master's degree,Very likely,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
277,4,1,3,2,4132,0,20,Male,Latino or Hispanic,Democrat,Some college but no degree,Very likely,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)
278,3,2,1,4,3214,0,34,Female,Black or African American,Independent,Some college but no degree,Likely,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)
279,NA,1,NA,NA,-1--,0,44,Female,White,Independent,Some college but no degree,Likely,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)
280,4,2,3,1,4231,0,40,Male,American Indian and Alaska Native,Democrat,Some college but no degree,Very likely,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)
281,2,4,3,1,2431,0,33,Male,White,Democrat,Master's degree,Very likely,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)
282,1,3,2,4,1324,0,19,Male,White,Republican,Some college but no degree,Likely,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
283,1,NA,2,NA,1-2-,0,64,Female,White,Independent,Associate degree,Very likely,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)
284,2,3,4,1,2341,0,20,Female,White,Independent,High school diploma or equivalent,Likely,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)
285,NA,1,3,2,-132,0,39,Female,White,Independent,Less than high school diploma,Very unlikely,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
286,2,4,3,1,2431,0,42,Female,White,Republican,Bachelor's degree,I already voted using in-person Early Voting,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
287,2,3,4,1,2341,0,67,Female,White,Independent,Professional school degree,Very likely,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
288,2,3,1,4,2314,0,41,Female,White,Republican,Bachelor's degree,Very likely,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)
289,2,4,3,1,2431,0,27,Female,American Indian and Alaska Native,Independent,High school diploma or equivalent,Unlikely,Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)
290,1,NA,2,NA,1-2-,0,65,Female,White,Republican,Associate degree,Very likely,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)
291,3,4,1,2,3412,0,36,Female,Black or African American,Independent,High school diploma or equivalent,Likely,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
292,3,2,4,1,3241,0,33,Female,White,Independent,Master's degree,Very likely,Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)
293,2,1,3,4,2134,0,28,Female,Asian and Pacific Islanders,Republican,Bachelor's degree,Likely,Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
294,2,NA,1,NA,2-1-,0,36,Female,White,Independent,High school diploma or equivalent,Very unlikely,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)
295,1,NA,NA,2,1--2,0,35,Female,White,Independent,Doctorate degree,Very likely,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)
296,NA,NA,1,NA,--1-,0,57,Female,White,Independent,High school diploma or equivalent,Very likely,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)
297,1,3,2,4,1324,0,18,Female,Black or African American,Republican,High school diploma or equivalent,Likely,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
298,2,4,1,3,2413,0,31,Female,White,Democrat,High school diploma or equivalent,Very likely,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
299,NA,NA,2,1,--21,0,41,Male,White,Democrat,Bachelor's degree,Very likely,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)
300,3,2,4,1,3241,0,32,Female,White,Independent,Bachelor's degree,Very likely,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)
301,3,2,4,1,3241,0,64,Female,White,Democrat,Bachelor's degree,I already voted using Vote-by-Mail,Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
302,2,4,1,3,2413,0,37,Male,American Indian and Alaska Native,Independent,High school diploma or equivalent,Very likely,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)
303,3,4,2,1,3421,0,23,Male,Black or African American,Democrat,High school diploma or equivalent,Very likely,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)
304,NA,NA,NA,1,---1,0,75,Male,White,Democrat,Bachelor's degree,Very likely,Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
305,NA,3,1,2,-312,0,60,Female,Other,Other Party,Less than high school diploma,Very unlikely,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)
306,1,4,3,2,1432,0,31,Male,White,Republican,Associate degree,Very unlikely,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
307,2,3,4,1,2341,0,29,Female,American Indian and Alaska Native,Independent,High school diploma or equivalent,Very unlikely,Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)
308,3,1,4,2,3142,0,35,Female,Asian and Pacific Islanders,Republican,High school diploma or equivalent,Very unlikely,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
309,1,NA,2,NA,1-2-,0,65,Male,White,Independent,Associate degree,Very likely,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)
310,2,4,3,1,2431,0,39,Male,White,Democrat,Master's degree,Very likely,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)
311,2,3,1,4,2314,0,76,Male,American Indian and Alaska Native,Republican,Associate degree,Very likely,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)
312,1,4,3,2,1432,0,30,Male,White,Republican,High school diploma or equivalent,Likely,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
313,2,NA,1,NA,2-1-,0,40,Female,White,Republican,Bachelor's degree,Very likely,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)
314,3,2,4,1,3241,0,21,Female,Other,Republican,Prefer not to say,Very likely,Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)
315,1,3,2,NA,132-,0,55,Male,White,Independent,Some college but no degree,Very likely,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
316,3,2,4,1,3241,0,22,Male,Latino or Hispanic,Independent,Some college but no degree,Likely,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)
317,3,4,1,2,3412,0,69,Male,White,Independent,Some college but no degree,Very unlikely,Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)
318,2,4,3,1,2431,0,23,Female,American Indian and Alaska Native,Other Party,High school diploma or equivalent,Likely,Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)
319,2,3,1,4,2314,0,24,Male,White,Republican,High school diploma or equivalent,Very likely,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)
320,1,2,3,4,1234,0,36,Male,White,Republican,Associate degree,Very unlikely,Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)
321,4,2,3,1,4231,0,47,Female,White,Independent,Bachelor's degree,Very likely,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
322,2,NA,1,NA,2-1-,0,78,Female,White,Independent,Bachelor's degree,Very likely,Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)
323,1,NA,NA,NA,1---,0,33,Female,White,Republican,Some college but no degree,Likely,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
324,NA,NA,1,NA,--1-,0,65,Female,White,Republican,Bachelor's degree,Very likely,Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)
325,NA,NA,NA,1,---1,0,51,Female,White,Democrat,Doctorate degree,Very likely,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)
326,NA,NA,NA,1,---1,0,39,Male,White,Democrat,Some college but no degree,Likely,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)
327,NA,NA,2,1,--21,0,53,Male,White,Other Party,Master's degree,Very likely,Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)
328,2,3,NA,1,23-1,0,49,Female,White,Independent,Master's degree,Very likely,Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)
329,4,2,3,1,4231,0,40,Male,White,Democrat,Master's degree,Very likely,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)
330,1,NA,2,NA,1-2-,0,73,Female,White,Republican,Some college but no degree,Very likely,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
331,NA,NA,NA,1,---1,0,24,Female,Asian and Pacific Islanders,Independent,Some college but no degree,Likely,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)
332,NA,NA,NA,1,---1,0,33,Male,White,Democrat,Master's degree,I already voted using Vote-by-Mail,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)
333,4,3,2,1,4321,0,71,Male,White,Independent,Some college but no degree,Very likely,Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)
334,1,4,2,3,1423,0,65,Female,White,Republican,Some college but no degree,Unlikely,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)
335,NA,NA,NA,1,---1,0,51,Male,White,Democrat,Doctorate degree,Unlikely,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
336,1,3,2,4,1324,0,35,Male,Black or African American,Democrat,Doctorate degree,I already voted using in-person Early Voting,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)
337,2,3,1,4,2314,0,38,Male,White,Democrat,Master's degree,I already voted using Vote-by-Mail,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)
338,2,3,1,4,2314,0,31,Male,White,Republican,Bachelor's degree,Very unlikely,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)
339,3,2,1,4,3214,0,30,Male,White,Republican,Bachelor's degree,Very likely,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
340,3,2,4,1,3241,0,30,Male,White,Republican,Bachelor's degree,Very likely,Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)
341,2,4,1,3,2413,0,46,Female,White,Republican,Associate degree,Very likely,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
342,1,3,4,2,1342,0,49,Female,White,Other Party,Associate degree,Likely,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)
343,2,3,1,4,2314,0,19,Female,White,Republican,Some college but no degree,Very likely,Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)
344,NA,NA,1,NA,--1-,0,39,Female,White,Independent,High school diploma or equivalent,Very unlikely,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)
345,NA,NA,1,NA,--1-,0,73,Female,White,Independent,Doctorate degree,Very likely,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)
346,NA,NA,NA,1,---1,0,61,Female,Other,Republican,Some college but no degree,Very likely,Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)
347,NA,NA,1,NA,--1-,0,38,Female,White,Independent,Associate degree,Likely,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
348,2,3,4,1,2341,0,70,Female,Asian and Pacific Islanders,Democrat,High school diploma or equivalent,Very unlikely,Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)
349,NA,NA,1,NA,--1-,0,73,Female,Other,Republican,Some college but no degree,Very likely,Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)
350,3,2,4,1,3241,0,50,Female,White,Democrat,Master's degree,Very likely,Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)
351,2,1,4,3,2143,0,74,Female,White,Independent,Master's degree,Very unlikely,Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)
352,3,4,2,1,3421,0,58,Female,American Indian and Alaska Native,Independent,Associate degree,Very likely,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
353,3,1,4,2,3142,0,36,Female,American Indian and Alaska Native,Democrat,High school diploma or equivalent,Very likely,Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)
354,3,2,4,1,3241,0,37,Prefer not to tell,American Indian and Alaska Native,Other Party,Less than high school diploma,I already voted using Vote-by-Mail,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)
