unit,begich,bye,palin,peltola,ranking,treat,age,gender,race,partisanship,education,vote_likelihood,display_order
256,3,4,2,1,3421,0,39,Female,Other,Republican,High school diploma or equivalent,Likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
257,3,2,4,1,3241,0,61,Female,American Indian and Alaska Native,Independent,Some college but no degree,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
258,1,4,2,3,1423,0,20,Prefer not to tell,American Indian and Alaska Native,Independent,Prefer not to say,Likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
259,2,3,4,1,2341,0,42,Female,White,Democrat,Associate degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
260,2,3,1,4,2314,0,65,Female,White,Republican,Some college but no degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
261,2,3,1,4,2314,0,44,Female,White,Republican,Some college but no degree,Very likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
262,3,2,4,1,3241,0,54,Female,White,Republican,Some college but no degree,Likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
263,3,4,1,2,3412,0,57,Female,White,Independent,High school diploma or equivalent,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
264,2,3,4,1,2341,0,60,Female,American Indian and Alaska Native,Independent,Some college but no degree,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
265,3,2,4,1,3241,0,42,Female,American Indian and Alaska Native,Democrat,Some college but no degree,Very unlikely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
266,3,2,4,1,3241,0,74,Female,White,Independent,Some college but no degree,Very likely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
267,1,3,2,4,1324,0,24,Female,White,Republican,Bachelor's degree,I already voted using Vote-by-Mail,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
268,3,4,1,2,3412,0,42,Female,White,Independent,Associate degree,Very likely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
269,2,3,1,4,2314,0,46,Female,White,Republican,Some college but no degree,Very likely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
270,2,3,1,4,2314,0,54,Female,White,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
271,3,1,4,2,3142,0,54,Female,White,Independent,Master's degree,Very likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
272,3,2,4,1,3241,0,65,Female,White,Democrat,Master's degree,Very likely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
273,2,3,4,1,2341,0,26,Female,Asian and Pacific Islanders,Democrat,Associate degree,Very likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
274,3,2,4,1,3241,0,25,Female,American Indian and Alaska Native,Democrat,High school diploma or equivalent,Likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
275,1,4,2,3,1423,0,38,Female,White,Republican,High school diploma or equivalent,Unlikely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)
276,2,3,4,1,2341,0,40,Female,White,Democrat,Master's degree,Very likely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
277,1,3,4,2,1342,0,20,Male,Latino or Hispanic,Democrat,Some college but no degree,Very likely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
278,3,2,1,4,3214,0,34,Female,Black or African American,Independent,Some college but no degree,Likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)
279,3,1,4,2,3142,0,44,Female,White,Independent,Some college but no degree,Likely,Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
280,4,2,3,1,4231,0,40,Male,American Indian and Alaska Native,Democrat,Some college but no degree,Very likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
281,2,4,3,1,2431,0,33,Male,White,Democrat,Master's degree,Very likely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
282,2,3,1,4,2314,0,19,Male,White,Republican,Some college but no degree,Likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
283,1,4,2,3,1423,0,64,Female,White,Independent,Associate degree,Very likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)
284,2,3,4,1,2341,0,20,Female,White,Independent,High school diploma or equivalent,Likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
285,4,2,1,3,4213,0,39,Female,White,Independent,Less than high school diploma,Very unlikely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
286,1,4,2,3,1423,0,42,Female,White,Republican,Bachelor's degree,I already voted using in-person Early Voting,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
287,2,3,4,1,2341,0,67,Female,White,Independent,Professional school degree,Very likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
288,2,3,1,4,2314,0,41,Female,White,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
289,2,4,3,1,2431,0,27,Female,American Indian and Alaska Native,Independent,High school diploma or equivalent,Unlikely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
290,1,4,2,3,1423,0,65,Female,White,Republican,Associate degree,Very likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)
291,2,3,1,4,2314,0,36,Female,Black or African American,Independent,High school diploma or equivalent,Likely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
292,3,2,4,1,3241,0,33,Female,White,Independent,Master's degree,Very likely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
293,3,1,2,4,3124,0,28,Female,Asian and Pacific Islanders,Republican,Bachelor's degree,Likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
294,1,4,2,3,1423,0,36,Female,White,Independent,High school diploma or equivalent,Very unlikely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
295,1,3,4,2,1342,0,35,Female,White,Independent,Doctorate degree,Very likely,Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
296,3,4,1,2,3412,0,57,Female,White,Independent,High school diploma or equivalent,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
297,4,3,2,1,4321,0,18,Female,Black or African American,Republican,High school diploma or equivalent,Likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
298,2,3,1,4,2314,0,31,Female,White,Democrat,High school diploma or equivalent,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
299,4,3,2,1,4321,0,41,Male,White,Democrat,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
300,3,2,4,1,3241,0,32,Female,White,Independent,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
301,3,2,4,1,3241,0,64,Female,White,Democrat,Bachelor's degree,I already voted using Vote-by-Mail,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
302,2,4,1,3,2413,0,37,Male,American Indian and Alaska Native,Independent,High school diploma or equivalent,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
303,3,4,2,1,3421,0,23,Male,Black or African American,Democrat,High school diploma or equivalent,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
304,2,3,4,1,2341,0,75,Male,White,Democrat,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
305,4,3,1,2,4312,0,60,Female,Other,Other Party,Less than high school diploma,Very unlikely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
306,4,3,1,2,4312,0,31,Male,White,Republican,Associate degree,Very unlikely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
307,2,3,4,1,2341,0,29,Female,American Indian and Alaska Native,Independent,High school diploma or equivalent,Very unlikely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
308,3,1,4,2,3142,0,35,Female,Asian and Pacific Islanders,Republican,High school diploma or equivalent,Very unlikely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
309,1,4,2,3,1423,0,65,Male,White,Independent,Associate degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
310,3,2,4,1,3241,0,39,Male,White,Democrat,Master's degree,Very likely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
311,2,3,1,4,2314,0,76,Male,American Indian and Alaska Native,Republican,Associate degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
312,1,4,3,2,1432,0,30,Male,White,Republican,High school diploma or equivalent,Likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
313,2,3,1,4,2314,0,40,Female,White,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
314,3,2,4,1,3241,0,21,Female,Other,Republican,Prefer not to say,Very likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
315,1,3,2,4,1324,0,55,Male,White,Independent,Some college but no degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
316,1,2,4,3,1243,0,22,Male,Latino or Hispanic,Independent,Some college but no degree,Likely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
317,2,4,1,3,2413,0,69,Male,White,Independent,Some college but no degree,Very unlikely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
318,3,4,2,1,3421,0,23,Female,American Indian and Alaska Native,Other Party,High school diploma or equivalent,Likely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
319,2,3,1,4,2314,0,24,Male,White,Republican,High school diploma or equivalent,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
320,2,4,3,1,2431,0,36,Male,White,Republican,Associate degree,Very unlikely,Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
321,4,2,3,1,4231,0,47,Female,White,Independent,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
322,2,3,1,4,2314,0,78,Female,White,Independent,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
323,1,4,3,2,1432,0,33,Female,White,Republican,Some college but no degree,Likely,Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
324,2,3,1,4,2314,0,65,Female,White,Republican,Bachelor's degree,Very likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
325,3,2,4,1,3241,0,51,Female,White,Democrat,Doctorate degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
326,3,2,4,1,3241,0,39,Male,White,Democrat,Some college but no degree,Likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
327,4,3,2,1,4321,0,53,Male,White,Other Party,Master's degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
328,2,3,4,1,2341,0,49,Female,White,Independent,Master's degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
329,3,2,4,1,3241,0,40,Male,White,Democrat,Master's degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
330,1,3,2,4,1324,0,73,Female,White,Republican,Some college but no degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
331,3,2,4,1,3241,0,24,Female,Asian and Pacific Islanders,Independent,Some college but no degree,Likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
332,4,2,3,1,4231,0,33,Male,White,Democrat,Master's degree,I already voted using Vote-by-Mail,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
333,4,3,2,1,4321,0,71,Male,White,Independent,Some college but no degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
334,1,4,2,3,1423,0,65,Female,White,Republican,Some college but no degree,Unlikely,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)
335,2,3,4,1,2341,0,51,Male,White,Democrat,Doctorate degree,Unlikely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
336,2,1,3,4,2134,0,35,Male,Black or African American,Democrat,Doctorate degree,I already voted using in-person Early Voting,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
337,4,3,2,1,4321,0,38,Male,White,Democrat,Master's degree,I already voted using Vote-by-Mail,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)
338,2,1,4,3,2143,0,31,Male,White,Republican,Bachelor's degree,Very unlikely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
339,4,2,3,1,4231,0,30,Male,White,Republican,Bachelor's degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)
340,3,2,4,1,3241,0,30,Male,White,Republican,Bachelor's degree,Very likely,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
341,2,4,1,3,2413,0,46,Female,White,Republican,Associate degree,Very likely,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)
342,1,3,4,2,1342,0,49,Female,White,Other Party,Associate degree,Likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)
343,2,3,1,4,2314,0,19,Female,White,Republican,Some college but no degree,Very likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
344,4,3,2,1,4321,0,39,Female,White,Independent,High school diploma or equivalent,Very unlikely,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)
345,2,3,1,4,2314,0,73,Female,White,Independent,Doctorate degree,Very likely,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian)
346,2,4,3,1,2431,0,61,Female,Other,Republican,Some college but no degree,Very likely,Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)
347,4,3,2,1,4321,0,38,Female,White,Independent,Associate degree,Likely,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)
348,2,3,4,1,2341,0,70,Female,Asian and Pacific Islanders,Democrat,High school diploma or equivalent,Very unlikely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
349,2,4,1,3,2413,0,73,Female,Other,Republican,Some college but no degree,Very likely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
350,3,2,4,1,3241,0,50,Female,White,Democrat,Master's degree,Very likely,Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
351,2,1,4,3,2143,0,74,Female,White,Independent,Master's degree,Very unlikely,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)
352,3,4,2,1,3421,0,58,Female,American Indian and Alaska Native,Independent,Associate degree,Very likely,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)
353,3,1,4,2,3142,0,36,Female,American Indian and Alaska Native,Democrat,High school diploma or equivalent,Very likely,Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)
354,3,2,4,1,3241,0,37,Prefer not to tell,American Indian and Alaska Native,Other Party,Less than high school diploma,I already voted using Vote-by-Mail,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)
